CustomerName;CustomerID;OrderDate;OrderVolume
Frances Giglio;29780;2013-09-30;11608,7002
Nicky Chesnut;29655;2012-04-30;11589,5448
Cindy Dodd;29717;2011-10-01;11583,9419
Tom Johnston;29521;2012-03-30;11573,0102
Carla Eldridge;29731;2012-09-30;11543,7753
Mark Hanson;29811;2011-08-31;11519,8817
Mae Black;29566;2012-02-29;11514,87
Nkenge McLin;30004;2012-01-01;11476,7797
Sandra Kitt;29892;2011-07-01;11473,9009
Scott Mitchell;30026;2013-12-31;11467,1892
Jeanie Glenn;29784;2012-09-30;11451,9319
Gabriel Bockenkamp;29571;2011-10-01;11440,2727
Douglas Baldwin;29533;2013-11-30;11402,2925
Vance Johns;29876;2012-06-30;11357,298
Pamela Cox;29685;2012-10-30;11348,6883
Douglas Groncki;29799;2013-10-30;11343,8389
Lucio Iallo;29865;2012-06-30;11341,988
Humberto Acevedo;29487;2012-04-30;11311,1394
Cory Booth;29531;2013-07-31;11308,6436
John Ault;29526;2013-12-31;11305,5715
Sean Jacobson;29506;2013-06-30;11230,1556
Kevin Browne;29592;2013-04-30;11159,7159
Marlin Coriell;29684;2013-12-31;11150,4325
Eric Meyer;30011;2014-03-31;11143,4649
Judith Frazier;29759;2012-02-29;11135,9262
Douglas Hite;29846;2011-07-01;11128,3803
Susan French;29761;2012-02-29;11111,3027
Kathy Marcovecchio;29981;2012-11-30;11108,7489
Kari Hensien;29830;2013-06-30;11098,279
Richard Irwin;29866;2011-10-01;11097,2506
Donna Carreras;29637;2012-04-30;11092,3826
Kathy Marcovecchio;29981;2012-08-30;11088,8527
Judy Lew;29947;2013-12-31;11086,3268
Jean Jordan;29889;2011-05-31;11036,3964
Gary Drury;29721;2011-08-01;11030,0547
Jan Miksovsky;30017;2012-06-30;11028,5875
Marlin Coriell;29684;2013-03-30;11026,5658
Shaun Beasley;29544;2013-06-30;10961,1443
Liam Friedland;29762;2013-10-30;10933,8392
Pat Coleman;29671;2013-08-30;10922,2085
Ramesh Meyyappan;30015;2013-12-31;10910,1265
Matthew Miller;30019;2012-07-31;10901,1425
Joe Howard;29856;2013-10-30;10899,067
Michael Blythe;29570;2013-08-30;10891,8329
Erin Hagens;29805;2014-03-01;10859,3035
Jenny Lysaker;29972;2014-05-01;10849,2091
Kyley Arbelaez;29520;2013-11-30;10843,6024
Dorothy Contreras;29680;2012-06-30;10835,812
Linda Gonzales;29791;2012-03-30;10752,2252
Brian Goldstein;29789;2013-12-31;10674,6408
Eric Brumfield;29596;2011-08-31;10668,6138
Jane Carmichael;29631;2014-03-01;10667,1295
Parul Manek;29979;2013-12-31;10667,1295
Kevin Browne;29592;2012-01-29;10608,3479
Diane Tibbott;30076;2011-07-01;10580,0803
Kathy Marcovecchio;29981;2013-08-30;10556,2779
Kevin Browne;29592;2012-10-30;10516,9668
Sharon Lynn;29970;2013-11-30;10484,8189
Leo Giakoumakis;29778;2012-08-30;10480,9801
Susan Chestnut;29656;2013-05-30;10411,8171
Fernando Caro;29634;2013-08-30;10368,8396
Edna Benson;29553;2014-01-29;10354,5547
Sean Jacobson;29506;2013-12-31;10342,9152
Fadi Fakhouri;29746;2012-07-31;10306,0361
Adam Barr;29540;2012-09-30;10283,5803
Cory Booth;29531;2012-07-31;10161,6492
Lucy Harrington;29815;2014-05-01;10130,5103
Geoff Grisso;29798;2013-12-31;10105,0594
Lester Bowman;29577;2012-01-29;10095,6406
Pamela Cox;29685;2013-04-30;10086,4777
Eric Meyer;30011;2012-06-30;10085,6434
Stefano Stefani;30030;2013-09-30;10059,7502
Marjorie Lee;29937;2012-11-30;9994,9128
Corinna Bolender;29572;2014-01-29;9983,2209
George Jiang;29878;2013-10-30;9949,3795
Wathalee Steuber;30034;2013-07-31;9892,4225
Kerim Hanif;29809;2014-01-29;9864,2213
Eva Corets;29683;2012-11-30;9842,916
Cornett Gibbens;29779;2013-06-30;9828,4092
Mindy Martin;29986;2012-09-30;9822,3031
June Brunner;29600;2012-10-30;9796,1579
Joe Howard;29856;2013-01-28;9715,9819
Eric Jacobsen;29871;2013-11-30;9694,8938
Michael Blythe;29570;2012-05-30;9687,5932
Rob Caron;29635;2012-07-31;9685,7144
Brannon Jones;29888;2011-07-01;9661,1367
Jack Creasey;29686;2012-04-30;9653,9739
David Jaffe;29874;2013-05-30;9647,8579
Geoff Grisso;29798;2012-06-30;9621,2115
Aaron Con;29675;2012-03-30;9619,3538
Shelly Szymanski;30054;2013-12-31;9603,2674
Michael Brundage;29598;2012-06-30;9558,3823
Geoff Grisso;29798;2013-09-30;9499,6932
Hattie Haemon;29803;2013-10-30;9443,2839
Douglas Baldwin;29533;2014-03-01;9393,3747
Cory Booth;29531;2013-04-30;9297,938
Mark Hanson;29811;2013-08-30;9278,6117
Garth Fort;29757;2012-03-30;9268,2382
David Trolen;30088;2012-01-29;9254,192
Steve Masters;29988;2012-09-30;9248,7115
Shaun Beasley;29544;2012-09-30;9247,1139
Joan Campbell;29620;2011-10-01;9215,6816
Lester Bowman;29577;2013-10-30;9200,8296
Cindy Dodd;29717;2012-03-30;9192,4432
Shane Belli;29549;2011-12-01;9192,2504
Jose Curry;29691;2012-12-31;9186,1793
Humberto Acevedo;29487;2012-01-29;9186,0949
Dorothy Contreras;29680;2012-01-01;9183,9397
Tom Johnston;29521;2011-07-01;9179,7465
Samuel Agcaoili;29494;2011-08-01;9154,353
Nicky Chesnut;29655;2011-08-01;9154,353
Peggy Justice;29890;2011-05-31;9153,6054
Chris Cannon;29623;2013-05-30;9146,6442
Frances Giglio;29780;2013-06-30;9144,4554
Geoff Grisso;29798;2013-03-30;9092,0796
Jane Carmichael;29631;2013-11-30;9087,2794
Jim Stewart;30037;2012-07-31;9065,1175
Fernando Caro;29634;2013-11-30;9056,4518
Michael Sullivan;30047;2014-03-31;9042,1251
Leo Giakoumakis;29778;2012-05-30;8992,9744
Marlin Coriell;29684;2012-12-31;8992,7967
Raman Iyer;29869;2012-09-30;8980,0993
Jim Stewart;30037;2012-10-30;8970,1264
Lester Bowman;29577;2012-07-31;8940,8422
Lucy Harrington;29815;2012-10-30;8917,0518
Kevin Browne;29592;2014-05-01;8916,6645
Liam Friedland;29762;2014-05-01;8909,0361
Susan French;29761;2013-02-28;8904,02
David Brink;29586;2013-12-31;8892,4605
Benjamin Martin;29984;2013-09-30;8890,3145
Josh Barnhill;29539;2013-12-31;8870,2036
Joe Howard;29856;2013-04-30;8851,9764
Jeanie Glenn;29784;2012-06-30;8801,3444
Shanay Steelman;30029;2013-04-30;8793,3479
Susan French;29761;2011-08-31;8785,1473
Brenda Heaney;29824;2011-05-31;8773,681
Mary Alexander;29873;2013-07-31;8770,1987
Fernando Caro;29634;2014-03-01;8752,0024
Judith Frazier;29759;2011-08-31;8733,976
Keith Harris;29816;2012-06-30;8727,1055
Tom Johnston;29521;2012-12-31;8706,881
Lucio Iallo;29865;2013-06-30;8701,5339
Denise Maccietto;29973;2012-08-30;8692,6646
Michael Sullivan;30047;2013-12-31;8652,4469
Jack Creasey;29686;2012-01-29;8622,7828
Eric Meyer;30011;2013-03-30;8616,3793
Lucy Harrington;29815;2013-04-30;8613,5331
Jane Clayton;29666;2013-12-31;8597,354
Michael Brundage;29598;2013-06-30;8578,8082
Jean Handley;29810;2012-07-31;8569,6012
Geoff Grisso;29798;2012-09-30;8530,1459
Jeanie Glenn;29784;2014-03-31;8523,6241
Erik Ismert;29867;2013-11-30;8518,3702
Liam Friedland;29762;2013-07-31;8511,5257
Yao-Qiang Cheng;29654;2013-08-30;8500,8093
Kristine Cleary;29667;2012-09-30;8487,9788
Yao-Qiang Cheng;29654;2012-08-30;8483,9321
Kerim Hanif;29809;2013-07-31;8483,0922
Scott Mitchell;30026;2013-09-30;8466,7601
Steve Carnes;29633;2012-09-30;8463,8087
Linda Martin;29985;2012-12-31;8433,1584
Robert Stotka;30039;2014-03-01;8431,0114
Michael Brundage;29598;2012-09-30;8418,7379
Onetha Higgs;29837;2013-05-30;8414,8269
Linda Martin;29985;2013-09-30;8407,2676
Jim Stewart;30037;2013-10-30;8382,8894
Michael Allen;29509;2013-06-30;8361,8616
Kimberly Harrington;29814;2013-09-30;8338,7018
Shanay Steelman;30029;2013-10-30;8313,7261
Cory Booth;29531;2013-10-30;8311,7639
Mark Hanson;29811;2012-05-30;8293,7855
Deanna Buskirk;29610;2011-08-31;8279,3334
Ramona Antrim;29517;2013-06-30;8249,006
Parul Manek;29979;2013-09-30;8233,2964
Robert Lyeba;29969;2012-01-29;8190,8687
Deanna Meyer;30013;2012-01-29;8190,8687
Mary Browning;29593;2013-06-30;8178,9157
Kathy Marcovecchio;29981;2014-03-01;8176,4534
Hannah Arakawa;29519;2013-09-30;8151,9679
Mindy Martin;29986;2012-06-30;8134,8278
Jeanette Cole;29669;2012-07-31;8103,9297
Yuping Tian;30074;2011-07-01;8090,9178
Pat Chambers;29649;2012-04-30;8071,5703
Eric Meyer;30011;2012-01-01;8069,6789
Eric Coleman;29670;2013-08-30;8055,3125
Kathy Marcovecchio;29981;2013-02-28;8051,2699
Lynn Tsoflias;30091;2011-07-01;8036,8834
Robert Stotka;30039;2013-08-30;8029,4472
Stefano Stefani;30030;2014-03-31;8028,5696
Linda Martin;29985;2013-06-30;7997,9122
Parul Manek;29979;2014-03-31;7986,4456
Lester Bowman;29577;2014-05-01;7950,3239
Cory Booth;29531;2012-10-30;7934,8207
Josh Barnhill;29539;2012-12-31;7934,8207
Alice Clark;29663;2013-01-28;7934,8207
Lucy Harrington;29815;2013-01-28;7934,8207
Robert Stotka;30039;2012-11-30;7934,8207
Kyley Arbelaez;29520;2012-05-30;7930,557
Michael Blythe;29570;2013-05-30;7877,7925
Lucio Iallo;29865;2014-03-31;7851,3513
Rhoda Finley;29750;2014-01-29;7820,2379
Tom Johnston;29521;2012-09-30;7806,9381
Tom Johnston;29521;2013-12-31;7799,247
Cornett Gibbens;29779;2013-09-30;7789,3484
David Byrnes;29613;2012-08-30;7781,6282
David Brink;29586;2014-03-30;7781,2934
Robert Stotka;30039;2013-11-30;7766,7536
Mark Hanson;29811;2013-05-30;7733,0917
Douglas Baldwin;29533;2012-02-29;7721,8353
Josh Barnhill;29539;2012-06-30;7702,3868
Jane Greer;29797;2013-06-30;7692,8366
Carla Eldridge;29731;2012-06-30;7673,256
David Jaffe;29874;2013-08-30;7658,861
Michael Allen;29509;2011-07-01;7638,8584
Edna Benson;29553;2013-10-30;7637,6847
Douglas Baldwin;29533;2013-05-30;7618,9789
Pamela Cox;29685;2013-07-31;7614,5455
Andy Carothers;29636;2013-02-28;7558,4032
Jeanie Glenn;29784;2013-12-31;7557,3538
Tom Johnston;29521;2013-03-30;7550,2288
Bev Desalvo;29709;2012-07-31;7546,9591
Ruth Choin;29659;2012-01-29;7529,914
Erin Hagens;29805;2013-08-30;7513,3272
Adam Barr;29540;2013-03-30;7505,7333
Lucy Harrington;29815;2014-01-29;7489,5662
Ruth Choin;29659;2011-08-01;7487,8626
Gary Drury;29721;2013-10-30;7479,5695
Kevin Browne;29592;2011-10-31;7477,8508
Kerim Hanif;29809;2014-05-01;7475,6009
Kimberly Harrington;29814;2013-06-30;7471,2755
Lester Bowman;29577;2013-04-30;7461,9423
Steve Carnes;29633;2012-06-30;7447,5551
Shaun Beasley;29544;2013-09-30;7433,5936
Mary Alexander;29873;2013-01-28;7405,8326
Lucio Iallo;29865;2012-12-31;7405,8326
Scott Mitchell;30026;2013-06-30;7386,3689
Michael Vanderhyde;30106;2013-01-28;7333,3076
Matthew Hagemann;29804;2014-01-29;7294,2911
Eric Meyer;30011;2011-10-01;7290,6993
Hattie Haemon;29803;2012-04-30;7269,5013
Robert Avalos;29527;2014-05-01;7263,4634
Sharon Lynn;29970;2014-03-01;7263,4634
Alice Steiner;30035;2014-03-31;7263,4634
Susan French;29761;2012-05-30;7249,5114
Aaron Con;29675;2012-01-01;7246,2473
June Brunner;29600;2012-07-31;7233,6102
Dirk Bruno;29601;2013-12-31;7228,3577
David Brink;29586;2014-03-31;7226,9529
Eva Corets;29683;2012-08-30;7218,9782
Adam Barr;29540;2012-12-31;7175,7218
Mindy Martin;29986;2013-03-30;7114,6418
Bev Desalvo;29709;2013-10-30;7042,95
Shelley Crow;29687;2014-05-01;7033,6775
Michael Sullivan;30047;2013-09-30;7027,0992
Gabriel Bockenkamp;29571;2012-06-30;7012,7107
David Campbell;29621;2012-09-30;6997,2556
Pamela Cox;29685;2013-10-30;6997,0849
Eric Coleman;29670;2014-03-01;6982,4447
Hattie Haemon;29803;2013-01-28;6972,6272
Kyley Arbelaez;29520;2012-08-30;6959,2988
Josh Barnhill;29539;2014-03-31;6956,5023
Shelley Crow;29687;2014-01-29;6954,9037
Andy Carothers;29636;2012-08-30;6953,1299
Pamela Cox;29685;2014-05-01;6950,3141
John Kelly;29901;2014-03-31;6928,824
Melissa Marple;29982;2014-01-29;6913,1558
Nicky Chesnut;29655;2011-10-31;6908,4859
Mark Erickson;29739;2013-01-28;6907,6179
Kari Hensien;29830;2013-09-30;6904,258
Mae Black;29566;2011-12-01;6899,6033
John Berger;29558;2011-10-01;6899,6033
Phyllis Thomas;30067;2011-05-31;6895,41
Mae Black;29566;2011-05-31;6893,2549
Brian Goldstein;29789;2012-01-01;6884,5038
Guy Gilbert;29781;2013-04-30;6876,8446
Stefano Stefani;30030;2012-12-31;6876,8446
Scott MacDonald;29974;2011-05-31;6876,3649
Pamela Cox;29685;2012-01-29;6874,2098
Alexander Deborde;29699;2012-12-31;6874,0335
Rudolph Dillon;29714;2011-08-01;6872,9758
Hattie Haemon;29803;2012-01-29;6870,0165
Jon Ganio;29769;2011-08-01;6870,0165
Ramona Antrim;29517;2014-03-31;6865,5551
Melissa Marple;29982;2012-04-30;6861,2843
Katherine Harding;29813;2012-01-01;6857,3198
Bryan Hamilton;29807;2012-03-30;6853,1265
Helen Lutes;29968;2011-10-01;6840,4298
Mike Taylor;30058;2012-03-30;6840,4298
George Jiang;29878;2014-05-01;6838,1597
Mary Alexander;29873;2012-07-31;6832,903
Carla Eldridge;29731;2014-03-31;6822,2893
Phillip Bacalzo;29529;2014-05-01;6813,7989
Mary Alexander;29873;2014-01-29;6809,6892
Sean Jacobson;29506;2013-09-30;6809,2754
Shelly Szymanski;30054;2013-09-30;6801,9073
Lee Chapla;29651;2011-08-01;6796,0326
Erin Hagens;29805;2013-02-28;6773,2996
Hannah Arakawa;29519;2014-03-31;6750,572
Michael Sullivan;30047;2013-06-30;6749,6866
Douglas Baldwin;29533;2011-12-01;6733,5399
Max Benson;29555;2012-01-01;6733,5399
Ben Miller;30021;2013-09-30;6716,46
Robert Stotka;30039;2012-05-30;6700,5716
Jeanie Glenn;29784;2013-09-30;6682,801
Jim Stewart;30037;2013-07-31;6680,1068
John Berger;29558;2012-06-30;6639,3545
Ryan Ihrig;29863;2013-09-30;6623,1044
Joan Campbell;29620;2013-09-30;6622,9183
Lucio Iallo;29865;2012-09-30;6622,6191
Michael Blythe;29570;2014-03-01;6606,6215
Linda Ecoffey;29730;2014-05-01;6602,909
Michael Vanderhyde;30106;2013-04-30;6575,9192
Kari Hensien;29830;2014-03-31;6561,3368
Lester Bowman;29577;2011-10-31;6553,8361
Josh Barnhill;29539;2013-06-30;6551,0071
Robert Stotka;30039;2013-05-30;6537,5727
Matthew Miller;30019;2013-10-30;6529,3767
Brian Groth;29800;2013-09-30;6503,0188
Denise Maccietto;29973;2012-05-30;6467,8143
Eric Meyer;30011;2013-09-30;6456,1737
Marlin Coriell;29684;2013-09-30;6448,3901
Robert Avalos;29527;2013-10-30;6442,7107
Alice Steiner;30035;2013-09-30;6442,7107
Guy Gilbert;29781;2012-07-31;6442,7007
Valerie Hendricks;29827;2011-05-31;6434,0848
Fernando Caro;29634;2013-05-30;6427,7062
Bev Desalvo;29709;2013-07-31;6398,8469
Frank Miller;30023;2012-06-30;6385,2135
Sharon Lynn;29970;2013-05-30;6380,8276
Robert Lyeba;29969;2012-04-30;6377,4207
Robert Brown;29591;2014-03-01;6369,2493
Willie Brooks;29588;2013-09-30;6361,8158
Gabriel Bockenkamp;29571;2013-09-30;6348,301
Guy Gilbert;29781;2012-10-30;6347,8565
Geoff Grisso;29798;2012-12-31;6347,8565
Eric Meyer;30011;2012-09-30;6347,8565
Eric Jacobsen;29871;2013-05-30;6346,4557
William Conner;29677;2013-03-30;6310,6152
Russell King;29912;2011-05-31;6301,6258
Rhoda Finley;29750;2014-05-01;6288,2405
Erin Hagens;29805;2012-05-30;6270,923
Lucio Iallo;29865;2013-09-30;6257,7597
Abraham Swearengin;30052;2011-08-31;6236,3616
Cory Booth;29531;2014-05-01;6230,47
Mary Browning;29593;2013-12-31;6229,2392
Deanna Meyer;30013;2012-04-30;6226,609
Michael Brundage;29598;2013-03-30;6210,2198
Elsie Lewin;29948;2014-05-01;6192,7327
William Conner;29677;2012-06-30;6189,316
Aaron Con;29675;2011-10-01;6183,7133
Susan French;29761;2011-12-01;6180,436
Jane Greer;29797;2013-03-30;6166,6034
Wathalee Steuber;30034;2013-10-30;6165,7914
Geoff Grisso;29798;2013-06-30;6157,0285
Benjamin Martin;29984;2014-03-31;6125,9279
Bev Desalvo;29709;2014-01-29;6122,4885
Wathalee Steuber;30034;2014-05-01;6099,4268
Alan Steiner;30031;2014-01-29;6079,0624
Kari Hensien;29830;2013-12-31;6072,6121
Sharon Lynn;29970;2013-08-30;6048,2347
Eva Corets;29683;2013-02-28;6044,7771
Stephen Jiang;29879;2012-08-30;6030,2819
Cecelia Marshall;29983;2013-09-30;6023,0032
Cecelia Marshall;29983;2012-06-30;6006,4826
Mary Browning;29593;2013-09-30;5998,4787
Chad Tedford;30061;2013-06-30;5983,462
Jim Stewart;30037;2013-04-30;5976,6219
Steve Carnes;29633;2014-03-31;5973,6456
Stephen Jiang;29879;2013-02-28;5955,375
Susan French;29761;2013-05-30;5955,0296
Leo Giakoumakis;29778;2013-08-30;5942,5855
Lucio Iallo;29865;2013-03-30;5913,1963
Josh Barnhill;29539;2013-03-30;5871,3955
Douglas Hite;29846;2013-06-30;5866,3595
Hannah Arakawa;29519;2013-06-30;5863,4434
Kay Krane;29897;2011-10-31;5861,3493
Brian Groth;29800;2014-03-31;5828,2644
Jane Greer;29797;2012-12-31;5816,7379
Denean Ison;29868;2013-06-30;5814,6709
Yao-Qiang Cheng;29654;2013-05-30;5799,5477
Kyley Arbelaez;29520;2014-03-01;5796,8276
Eric Coleman;29670;2013-05-30;5788,54
Linda Martin;29985;2013-03-30;5771,7407
Susan Chestnut;29656;2013-11-30;5759,8414
Dylan Miller;30022;2012-06-30;5758,2551
Raquel Mello;30007;2014-01-29;5751,9518
Conor Cunningham;29690;2014-01-29;5750,7313
Jane Greer;29797;2014-03-31;5736,3009
Leo Giakoumakis;29778;2013-05-30;5705,9547
James Clark;29665;2013-09-30;5704,3864
Tom Johnston;29521;2014-03-31;5700,1871
Scot Bent;29556;2014-03-31;5695,2197
Abraham Swearengin;30052;2011-12-01;5695,1541
Abraham Swearengin;30052;2011-05-31;5694,8564
Dylan Miller;30022;2013-06-30;5690,2167
Samuel Johnson;29880;2012-12-31;5689,8038
Gabriel Bockenkamp;29571;2012-12-31;5689,8038
Matthew Hagemann;29804;2013-10-30;5683,6133
Joan Campbell;29620;2012-09-30;5664,417
Raman Iyer;29869;2012-12-31;5664,417
Robert Stotka;30039;2012-08-30;5663,7708
Alice Steiner;30035;2013-12-31;5652,7858
Bonnie Lepro;29944;2011-08-01;5641,191
Shanay Steelman;30029;2013-01-28;5639,0301
Wathalee Steuber;30034;2014-01-29;5636,47
Mindy Martin;29986;2012-12-31;5628,7238
Carla Eldridge;29731;2013-03-30;5614,5544
Carla Eldridge;29731;2013-09-30;5612,7444
Yan Li;29951;2012-10-30;5597,8045
Gabriele Dickmann;29711;2013-07-31;5576,2074
Stephanie Conroy;29678;2012-07-31;5575,9343
William Hapke;29812;2013-07-31;5568,3579
Josh Barnhill;29539;2012-09-30;5559,7175
Josh Barnhill;29539;2013-09-30;5549,4792
Gary Drury;29721;2014-01-29;5499,0027
Walter Mays;29975;2013-10-30;5492,9726
Michael Vanderhyde;30106;2012-07-31;5485,5969
Shaun Beasley;29544;2014-03-31;5483,8503
Robert Brown;29591;2013-05-30;5447,8207
Cory Booth;29531;2014-01-29;5445,4632
Stephen Jiang;29879;2012-05-30;5444,514
William Conner;29677;2013-06-30;5422,2969
Steve Masters;29988;2012-06-30;5419,5812
James Hamilton;29808;2011-10-31;5416,248
Maurice Shan;11433;2013-06-03;5398,345
Lowell Graham;29795;2012-11-30;5379,437
Francisco Ashe;12335;2013-08-22;5374,1675
Jane Carmichael;29631;2013-08-30;5364,3923
William Conner;29677;2013-12-31;5344,1245
Pam Herrick;29833;2012-07-31;5319,0455
Eric Meyer;30011;2012-03-30;5309,1103
Yao-Qiang Cheng;29654;2014-03-01;5306,2772
Hattie Haemon;29803;2014-01-29;5306,2772
Adam Barr;29540;2013-12-31;5306,2772
Lucio Iallo;29865;2011-10-01;5303,3339
Walter Mays;29975;2012-10-30;5302,2384
Leo Giakoumakis;29778;2013-11-30;5299,0213
William Conner;29677;2012-12-31;5289,8804
Adam Barr;29540;2013-06-30;5282,286
Jane Carmichael;29631;2013-05-30;5276,6421
Jennifer Washington;18139;2014-02-08;5264,209
Shaun Beasley;29544;2013-12-31;5259,5063
Jay Henningsen;29828;2013-09-30;5259,3753
Kimberly Harrington;29814;2013-12-31;5227,482
Jim Stewart;30037;2014-01-29;5212,7355
Aaron Con;29675;2012-09-30;5190,1966
Mindy Martin;29986;2013-09-30;5165,9648
Kyley Arbelaez;29520;2013-02-28;5143,1463
Joseph Mitzner;30027;2013-10-30;5130,5625
Joe Howard;29856;2012-10-30;5120,0644
Kimberly Malmendier;29977;2013-09-30;5119,1939
Lucio Iallo;29865;2013-12-31;5097,5511
Elsie Lewin;29948;2013-07-31;5097,1925
Carolyn Farino;29747;2011-08-31;5093,9316
Tom Johnston;29521;2013-06-30;5089,9487
Mary Alexander;29873;2013-04-30;5081,4712
Stefano Stefani;30030;2013-03-30;5072,0424
Jon Ganio;29769;2012-04-30;5062,2138
Raquel Mello;30007;2012-07-31;5059,0373
Christian Kleinerman;29914;2011-08-01;5055,9137
Robert Avalos;29527;2013-07-31;5049,254
Faith Gustafson;29801;2014-05-01;5045,1713
Liam Friedland;29762;2014-01-29;5045,1713
Diane Tibbott;30076;2013-06-30;5042,725
Linda Burnett;29569;2013-09-30;5038,6715
Leo Giakoumakis;29778;2013-02-28;5033,7347
Kelly Focht;29755;2012-04-30;5010,5622
Robert Brown;29591;2013-11-30;5001,7686
Donald Blanton;29568;2012-10-30;4992,7544
Eva Corets;29683;2013-11-30;4978,8814
Neva Mitchell;30024;2013-09-30;4978,8814
Kay Krane;29897;2013-04-30;4952,1456
Susan French;29761;2014-03-01;4939,87
Douglas Groncki;29799;2014-01-29;4939,0887
Gary Drury;29721;2014-05-01;4934,827
Daniel Blanco;29530;2012-07-31;4921,0705
Laura Steele;30028;2012-06-30;4906,7689
Tamara Johnston;29887;2013-10-30;4896,6806
Matthew Hagemann;29804;2014-05-01;4893,6884
Richard Irwin;29866;2011-07-01;4891,9878
Jose Curry;29691;2013-12-31;4888,3283
David Jaffe;29874;2014-03-01;4885,3824
Kevin Kennedy;29903;2013-07-31;4880,8225
Payton Benson;29554;2012-06-30;4879,0386
David Byrnes;29613;2013-02-28;4875,3573
Stephanie Conroy;29678;2013-10-30;4874,6478
Aaron Con;29675;2011-07-01;4859,8668
Kevin Browne;29592;2012-04-30;4853,3508
Carolyn Farino;29747;2011-12-01;4843,999
Frances Giglio;29780;2013-12-31;4838,569
R. Morgan Mendoza;30008;2014-01-29;4838,569
Kimberly Malmendier;29977;2014-03-31;4838,569
Gary Drury;29721;2012-04-30;4836,4395
Mary Alexander;29873;2012-10-30;4836,0577
Jose Lugo;29965;2014-05-01;4832,0331
Dick Brummer;29597;2013-09-30;4832,0331
Sabria Appelbaum;29518;2012-01-29;4827,109
Karren Burkhardt;29606;2012-02-29;4803,9004
John Colon;29673;2012-01-29;4803,9004
Randall Boseman;29574;2012-07-31;4803,6406
Douglas Baldwin;29533;2013-02-28;4793,4384
Aaron Con;29675;2012-06-30;4792,247
Neil Charney;29652;2014-01-29;4791,7982
Joan Campbell;29620;2014-03-31;4791,7982
Joe Howard;29856;2014-01-29;4791,7982
Walter Mays;29975;2013-01-28;4760,8924
Denise Maccietto;29973;2012-11-30;4760,8924
Michael Brundage;29598;2012-12-31;4760,8924
Douglas Baldwin;29533;2012-11-30;4760,8924
Michael Blythe;29570;2012-11-30;4760,8924
Jeanette Cole;29669;2013-01-28;4760,8924
Charles Christensen;29661;2013-02-28;4760,8924
Bev Desalvo;29709;2013-01-28;4760,8924
Leo Giakoumakis;29778;2012-11-30;4760,8924
Robert Stotka;30039;2013-02-28;4759,4299
Carla Eldridge;29731;2012-01-01;4756,5839
Stefano Stefani;30030;2013-06-30;4747,867
Shanay Steelman;30029;2013-07-31;4746,6427
Johnny Caprio;29627;2013-12-31;4737,2239
John Ford;29764;2011-10-01;4723,1073
Jose Curry;29691;2013-06-30;4705,059
Keith Harris;29816;2012-09-30;4682,6908
Jean Holloway;29851;2012-06-30;4679,091
Steve Carnes;29633;2013-12-31;4663,2195
Jo Brown;29590;2013-06-30;4651,4858
Kelly Focht;29755;2011-10-31;4619,4599
Brigid Cavendish;29644;2013-07-31;4615,1346
Scott Cooper;29682;2012-05-30;4600,4396
Jun Cao;29626;2012-12-31;4600,3062
Gina Clark;29664;2011-10-01;4596,2216
Mae Black;29566;2011-08-31;4596,2216
Gustavo Achong;29484;2012-01-29;4594,0664
Gina Clark;29664;2011-07-01;4594,0664
Jovita Carmody;29632;2011-10-31;4594,0664
Gabriele Dickmann;29711;2011-08-01;4594,0664
Kelly Focht;29755;2011-08-01;4594,0664
Yvonne McKay;30003;2011-08-01;4594,0664
Christie Trujillo;30090;2011-08-01;4592,0219
Margaret Smith;29490;2012-10-30;4591,1988
Bev Desalvo;29709;2014-05-01;4590,6737
Katherine Harding;29813;2011-10-01;4589,8732
Gabriel Bockenkamp;29571;2011-07-01;4589,8732
Sabria Appelbaum;29518;2011-08-01;4577,1764
Yvonne McKay;30003;2012-01-29;4577,1764
Michael Vanderhyde;30106;2012-10-30;4567,3935
Mike Taylor;30058;2011-10-01;4560,2864
Andrew Kobylinski;29915;2011-10-31;4560,2864
Gustavo Achong;29484;2011-08-01;4560,2864
Gabriele Dickmann;29711;2012-01-29;4560,2864
Grant Culbertson;29688;2011-07-01;4560,2864
Gregory Alderson;29503;2012-09-30;4557,173
Jeanette Cole;29669;2012-10-30;4548,1081
Yao-Qiang Cheng;29654;2013-02-28;4533,9145
Mary Vaca;30096;2013-05-30;4519,1997
James Glynn;29786;2013-03-30;4516,4918
Marlin Coriell;29684;2014-03-31;4510,538
Kevin Verboort;30114;2013-08-30;4510,4959
Carla Eldridge;29731;2012-12-31;4508,6449
Raman Iyer;29869;2013-03-30;4503,9283
Douglas Hite;29846;2012-06-30;4492,923
Faith Gustafson;29801;2013-07-31;4490,4797
Benjamin Martin;29984;2013-06-30;4484,8318
Denean Ison;29868;2013-09-30;4472,7593
Jeanette Cole;29669;2012-04-30;4460,0736
Leo Giakoumakis;29778;2014-03-01;4457,0425
Melissa Marple;29982;2012-07-31;4422,7704
John Long;29961;2013-03-30;4421,5909
Beth Inghram;29864;2013-07-31;4419,095
Stefano Stefani;30030;2012-09-30;4416,4142
Mark Lee;29939;2013-07-31;4413,5084
Vance Johns;29876;2012-09-30;4411,7543
Lester Bowman;29577;2012-04-30;4407,3846
Pamela Cox;29685;2013-01-28;4406,9804
Lucio Iallo;29865;2011-07-01;4404,1073
